"Hours","whyplay","Gender","Age","Work","Degree","GAD_T","SWL_T","SPIN_T","Anxiety_Type"
2,206,2,22,2,2,1,31,2,"No_Anxiety"
10,206,2,22,1,5,17,8,10,"GAD"
15,206,2,24,1,5,7,13,15,"No_Anxiety"
10,154,2,20,2,2,6,19,20,"SAD"
20,154,2,29,1,5,3,22,7,"No_Anxiety"
21,309,2,21,1,2,10,6,12,"GAD"
35,349,2,19,4,2,9,9,11,"No_Anxiety"
20,154,2,23,1,2,21,5,24,"Mixed_Anxiety"
5,154,2,18,2,2,2,25,14,"No_Anxiety"
20,206,2,21,4,2,3,10,13,"No_Anxiety"
15,154,2,19,2,2,3,6,18,"No_Anxiety"
17,206,2,18,3,3,8,15,11,"No_Anxiety"
2,309,2,25,1,2,1,25,17,"No_Anxiety"
15,206,2,19,4,3,7,11,13,"No_Anxiety"
15,154,1,22,1,5,15,13,21,"Mixed_Anxiety"
6,154,2,19,2,2,17,17,38,"Mixed_Anxiety"
5,309,2,25,1,5,0,28,3,"No_Anxiety"
12,206,2,18,3,3,10,18,21,"Mixed_Anxiety"
15,5,2,26,1,5,4,16,18,"No_Anxiety"
3,206,2,24,1,5,2,24,12,"No_Anxiety"
24,154,2,18,3,3,2,17,19,"SAD"
10,154,2,21,1,2,8,13,16,"No_Anxiety"
10,154,1,18,3,3,6,18,37,"SAD"
20,154,2,18,3,2,2,26,13,"No_Anxiety"
14,206,2,18,3,3,6,16,13,"No_Anxiety"
21,154,2,19,2,5,1,22,9,"No_Anxiety"
50,206,2,19,4,2,7,9,35,"SAD"
5,206,2,23,2,2,0,34,17,"No_Anxiety"
20,206,2,18,2,5,9,11,32,"SAD"
35,206,2,19,2,2,18,20,43,"Mixed_Anxiety"
10,154,1,22,1,5,4,15,16,"No_Anxiety"
30,154,1,19,1,2,0,23,7,"No_Anxiety"
20,206,2,21,2,5,1,8,1,"No_Anxiety"
30,206,2,21,2,3,15,23,20,"Mixed_Anxiety"
10,154,1,25,1,5,9,26,33,"SAD"
12,309,2,28,1,1,4,17,20,"SAD"
15,154,2,24,4,5,3,20,16,"No_Anxiety"
25,349,2,20,1,2,3,26,20,"SAD"
16,154,2,21,2,3,7,28,32,"SAD"
15,206,2,23,1,2,0,17,23,"SAD"
15,349,2,28,1,5,0,30,13,"No_Anxiety"
30,154,2,25,4,5,0,10,18,"No_Anxiety"
8,349,2,20,2,2,0,29,16,"No_Anxiety"
10,154,1,22,2,5,6,5,39,"SAD"
49,206,2,22,2,5,5,23,13,"No_Anxiety"
25,154,2,25,2,2,1,29,13,"No_Anxiety"
5,154,2,22,1,5,2,18,6,"No_Anxiety"
18,206,2,20,1,2,8,11,7,"No_Anxiety"
14,154,2,22,1,5,5,26,8,"No_Anxiety"
40,206,2,18,2,3,13,10,38,"Mixed_Anxiety"
40,154,2,20,1,3,1,15,52,"SAD"
15,206,2,18,2,2,2,28,19,"SAD"
50,349,2,22,4,2,12,18,17,"GAD"
40,154,2,18,2,2,0,29,0,"No_Anxiety"
21,206,2,20,2,2,5,14,14,"No_Anxiety"
7,206,2,18,3,3,0,18,6,"No_Anxiety"
30,206,2,18,3,3,1,29,22,"SAD"
7,154,2,23,4,2,0,21,17,"No_Anxiety"
45,206,2,18,2,2,8,18,14,"No_Anxiety"
5,206,2,18,3,3,2,12,15,"No_Anxiety"
9,154,2,18,2,2,12,17,21,"Mixed_Anxiety"
20,31,2,25,1,5,2,24,11,"No_Anxiety"
10,206,2,23,4,5,8,18,29,"SAD"
10,206,2,23,2,2,7,12,28,"SAD"
12,206,2,27,2,1,2,30,14,"No_Anxiety"
20,206,2,20,4,2,19,5,68,"Mixed_Anxiety"
10,206,2,19,2,2,11,10,22,"Mixed_Anxiety"
12,206,2,20,2,2,14,12,17,"GAD"
15,154,2,25,1,1,4,30,12,"No_Anxiety"
20,349,2,18,3,2,1,18,6,"No_Anxiety"
15,154,2,18,2,2,1,20,14,"No_Anxiety"
40,206,2,18,2,2,4,18,11,"No_Anxiety"
28,206,2,24,2,2,3,31,10,"No_Anxiety"
10,154,2,22,2,2,10,23,42,"Mixed_Anxiety"
20,154,2,23,1,2,5,14,23,"SAD"
30,154,2,19,2,2,2,27,33,"SAD"
11,206,2,18,3,3,6,12,26,"SAD"
5,154,2,25,1,5,9,6,46,"SAD"
15,154,2,27,1,5,4,10,21,"SAD"
20,349,2,22,4,5,3,33,17,"No_Anxiety"
10,13,2,23,2,2,0,33,0,"No_Anxiety"
20,206,2,18,3,3,1,30,6,"No_Anxiety"
21,349,2,19,2,3,17,11,11,"GAD"
26,206,2,18,3,3,8,23,14,"No_Anxiety"
20,349,2,21,5,2,4,30,17,"No_Anxiety"
30,154,2,18,2,2,0,20,20,"SAD"
40,206,2,21,2,2,2,27,17,"No_Anxiety"
15,206,2,21,2,2,0,34,17,"No_Anxiety"
21,154,2,24,1,5,0,26,3,"No_Anxiety"
35,154,1,31,1,5,4,19,33,"SAD"
14,206,2,18,2,2,4,28,25,"SAD"
28,349,2,19,2,2,6,19,18,"No_Anxiety"
30,206,2,18,2,2,14,21,0,"GAD"
14,154,2,21,2,2,9,24,4,"No_Anxiety"
10,206,2,22,2,5,2,27,10,"No_Anxiety"
25,206,2,26,4,5,5,6,23,"SAD"
40,154,2,18,3,2,1,31,12,"No_Anxiety"
16,36,2,20,2,2,4,28,8,"No_Anxiety"
15,135,2,18,3,3,4,15,5,"No_Anxiety"
30,349,2,22,1,2,4,21,23,"SAD"
40,206,2,19,2,2,0,33,3,"No_Anxiety"
20,154,2,19,2,2,12,27,7,"GAD"
5,206,2,19,2,2,5,21,19,"SAD"
2,309,2,20,3,2,2,25,14,"No_Anxiety"
16,206,2,22,1,5,2,23,18,"No_Anxiety"
10,154,2,19,2,2,3,17,8,"No_Anxiety"
21,206,2,18,2,3,8,14,32,"SAD"
25,323,2,19,2,2,1,22,3,"No_Anxiety"
20,206,2,25,1,5,1,35,15,"No_Anxiety"
20,206,1,21,4,2,15,15,15,"GAD"
12,206,2,25,2,2,6,30,16,"No_Anxiety"
20,154,2,19,2,2,5,21,14,"No_Anxiety"
20,206,2,18,3,3,0,19,5,"No_Anxiety"
12,349,2,25,1,5,0,30,15,"No_Anxiety"
10,206,2,20,2,2,1,30,1,"No_Anxiety"
70,206,2,18,3,3,1,30,7,"No_Anxiety"
16,206,2,22,2,4,1,31,6,"No_Anxiety"
6,154,2,21,2,2,1,12,41,"SAD"
7,206,1,25,1,5,4,24,4,"No_Anxiety"
35,168,2,18,3,2,18,8,17,"GAD"
25,206,2,18,1,2,1,33,15,"No_Anxiety"
8,206,2,18,2,2,21,20,47,"Mixed_Anxiety"
23,154,2,19,2,2,3,15,17,"No_Anxiety"
12,154,2,18,2,2,3,27,16,"No_Anxiety"
20,206,2,18,1,3,1,30,0,"No_Anxiety"
21,154,2,18,2,2,11,15,21,"Mixed_Anxiety"
10,154,2,18,3,3,3,29,25,"SAD"
30,206,2,20,2,2,4,20,22,"SAD"
40,206,2,30,4,5,3,12,7,"No_Anxiety"
10,154,2,18,2,2,1,22,5,"No_Anxiety"
15,349,2,18,3,3,2,20,32,"SAD"
12,206,2,20,2,2,1,30,4,"No_Anxiety"
63,349,2,19,2,3,1,25,7,"No_Anxiety"
20,154,2,26,1,2,0,16,17,"No_Anxiety"
20,154,1,23,1,5,3,20,6,"No_Anxiety"
12,154,2,19,1,2,20,8,32,"Mixed_Anxiety"
12,154,2,21,2,5,7,22,37,"SAD"
29,206,1,18,2,3,4,16,29,"SAD"
10,154,1,22,1,5,4,29,16,"No_Anxiety"
28,206,2,18,2,2,3,12,32,"SAD"
16,62,2,22,2,2,3,22,9,"No_Anxiety"
30,206,2,22,1,2,4,13,14,"No_Anxiety"
15,206,2,19,1,2,6,11,9,"No_Anxiety"
85,154,2,19,2,2,15,20,45,"Mixed_Anxiety"
10,154,2,19,2,2,1,32,6,"No_Anxiety"
12,154,2,22,1,5,3,21,4,"No_Anxiety"
8,206,2,19,2,2,4,26,39,"SAD"
9,206,2,20,2,2,6,11,28,"SAD"
15,349,2,20,2,2,4,17,17,"No_Anxiety"
50,206,2,18,3,2,0,17,19,"SAD"
30,206,2,24,1,1,2,26,32,"SAD"
10,154,2,19,2,2,11,5,44,"Mixed_Anxiety"
30,206,2,27,1,1,11,8,33,"Mixed_Anxiety"
35,154,2,18,2,5,4,20,39,"SAD"
20,206,2,18,1,3,0,20,38,"SAD"
10,154,2,21,2,2,3,24,14,"No_Anxiety"
20,154,2,22,1,2,15,20,32,"Mixed_Anxiety"
8,206,2,20,2,2,9,24,17,"No_Anxiety"
8,206,2,22,1,5,2,27,7,"No_Anxiety"
20,206,2,18,2,2,0,31,17,"No_Anxiety"
15,349,2,29,2,1,0,28,22,"SAD"
12,154,2,18,3,2,7,27,25,"SAD"
45,206,2,19,3,2,6,19,26,"SAD"
14,206,2,27,1,5,1,17,6,"No_Anxiety"
35,309,2,18,2,2,3,11,38,"SAD"
15,154,2,18,3,2,8,18,45,"SAD"
40,206,2,19,2,2,5,11,16,"No_Anxiety"
8,206,2,18,2,2,11,12,14,"GAD"
50,154,2,19,2,2,1,31,17,"No_Anxiety"
25,309,2,26,1,2,4,29,17,"No_Anxiety"
12,206,2,24,1,1,1,28,7,"No_Anxiety"
20,309,2,18,2,2,1,28,7,"No_Anxiety"
20,206,2,23,1,5,2,29,16,"No_Anxiety"
20,154,2,18,2,3,1,15,13,"No_Anxiety"
16,154,2,18,3,2,6,19,24,"SAD"
30,154,2,18,1,3,3,22,19,"SAD"
30,206,2,24,2,5,5,24,11,"No_Anxiety"
40,154,2,22,2,2,4,20,29,"SAD"
25,206,2,18,3,2,4,19,17,"No_Anxiety"
40,349,2,19,3,2,14,11,19,"Mixed_Anxiety"
5,31,2,19,2,2,8,17,27,"SAD"
50,349,2,19,4,3,21,9,63,"Mixed_Anxiety"
20,206,2,18,3,2,5,19,12,"No_Anxiety"
14,206,2,19,2,2,3,11,29,"SAD"
8,154,2,20,2,2,5,31,14,"No_Anxiety"
10,154,2,21,2,2,1,28,2,"No_Anxiety"
28,154,2,19,2,2,4,19,23,"SAD"
10,154,2,22,2,5,3,24,5,"No_Anxiety"
10,154,2,20,3,2,1,28,6,"No_Anxiety"
10,154,2,24,2,5,0,18,17,"No_Anxiety"
14,206,2,18,3,3,7,26,13,"No_Anxiety"
20,206,2,21,2,2,4,12,16,"No_Anxiety"
18,206,1,22,1,2,7,19,29,"SAD"
16,31,2,24,1,5,4,20,6,"No_Anxiety"
15,154,2,18,2,2,3,25,34,"SAD"
5,206,1,24,1,1,1,27,12,"No_Anxiety"
25,206,2,21,1,5,3,26,32,"SAD"
25,349,2,23,2,2,13,10,22,"Mixed_Anxiety"
15,349,2,26,1,2,5,29,20,"SAD"
20,349,2,22,4,5,8,21,15,"No_Anxiety"
14,154,2,18,3,3,3,19,25,"SAD"
20,349,2,20,2,2,4,15,16,"No_Anxiety"
30,206,2,18,2,2,0,27,1,"No_Anxiety"
15,206,2,18,2,2,5,22,32,"SAD"
80,349,2,19,2,5,5,30,3,"No_Anxiety"
10,154,2,20,2,3,1,23,14,"No_Anxiety"
12,154,2,18,2,2,10,27,25,"Mixed_Anxiety"
2,206,1,19,2,2,8,30,60,"SAD"
40,309,2,18,3,2,6,15,27,"SAD"
16,154,2,19,2,5,1,24,31,"SAD"
30,154,2,18,3,3,0,18,25,"SAD"
12,206,2,28,2,1,4,28,22,"SAD"
25,154,2,30,1,5,8,9,42,"SAD"
50,154,2,19,1,2,8,16,22,"SAD"
15,154,2,21,2,2,14,14,53,"Mixed_Anxiety"
70,349,2,21,4,3,16,5,46,"Mixed_Anxiety"
20,154,2,24,2,5,7,16,37,"SAD"
30,154,2,23,1,2,8,17,23,"SAD"
18,154,2,19,1,2,1,30,6,"No_Anxiety"
20,206,2,23,1,5,6,24,17,"No_Anxiety"
35,206,2,22,2,5,2,27,4,"No_Anxiety"
42,32,2,18,3,3,3,9,20,"SAD"
10,309,2,28,1,1,2,30,5,"No_Anxiety"
10,206,2,18,3,2,4,24,18,"No_Anxiety"
15,154,2,19,2,2,6,29,12,"No_Anxiety"
4,154,2,23,1,5,4,35,12,"No_Anxiety"
44,154,2,22,2,2,7,10,37,"SAD"
16,154,2,18,3,3,4,19,13,"No_Anxiety"
18,349,2,18,3,3,2,21,17,"No_Anxiety"
10,206,2,31,1,4,0,26,12,"No_Anxiety"
50,206,2,20,4,2,4,23,17,"No_Anxiety"
30,154,2,21,4,2,4,17,38,"SAD"
10,206,2,32,1,5,2,31,6,"No_Anxiety"
25,206,2,20,1,2,6,15,17,"No_Anxiety"
45,154,2,19,3,2,4,23,33,"SAD"
12,206,2,18,3,2,3,28,7,"No_Anxiety"
21,206,2,21,1,5,21,5,54,"Mixed_Anxiety"
42,154,2,19,3,3,4,23,28,"SAD"
12,154,2,19,3,3,2,28,8,"No_Anxiety"
14,154,2,20,2,2,2,30,3,"No_Anxiety"
35,215,2,18,3,3,2,23,5,"No_Anxiety"
30,154,2,24,1,2,3,23,17,"No_Anxiety"
3,154,2,18,3,3,0,5,22,"SAD"
40,154,2,20,2,2,1,14,1,"No_Anxiety"
20,309,2,18,2,3,0,34,10,"No_Anxiety"
15,154,2,20,2,2,3,15,7,"No_Anxiety"
14,154,2,18,2,2,2,19,10,"No_Anxiety"
60,154,2,20,2,2,3,16,29,"SAD"
15,206,2,19,2,2,4,29,6,"No_Anxiety"
34,154,2,23,2,1,4,15,17,"No_Anxiety"
10,206,1,22,4,2,2,14,9,"No_Anxiety"
30,349,2,25,2,2,6,12,18,"No_Anxiety"
30,206,2,22,2,5,1,10,22,"SAD"
16,154,2,19,1,2,2,23,9,"No_Anxiety"
5,154,2,20,2,2,0,12,33,"SAD"
20,154,2,20,2,5,1,10,4,"No_Anxiety"
14,349,2,19,2,2,1,23,17,"No_Anxiety"
17,154,2,18,2,2,0,27,24,"SAD"
7,206,2,21,2,5,9,21,4,"No_Anxiety"
10,154,2,23,1,5,6,27,9,"No_Anxiety"
40,206,2,23,4,5,4,5,24,"SAD"
20,154,2,20,2,2,12,11,23,"Mixed_Anxiety"
21,206,2,18,2,2,3,21,17,"No_Anxiety"
24,206,2,19,4,2,5,19,5,"No_Anxiety"
40,206,2,20,4,2,4,22,3,"No_Anxiety"
30,154,2,27,4,2,15,27,16,"GAD"
10,154,2,22,2,2,7,21,14,"No_Anxiety"
7,154,2,18,3,3,2,33,11,"No_Anxiety"
7,154,2,28,1,1,0,22,16,"No_Anxiety"
6,206,2,23,4,1,2,18,33,"SAD"
10,309,2,31,1,5,2,15,11,"No_Anxiety"
25,349,2,29,4,3,12,5,15,"GAD"
20,206,1,23,1,5,2,23,13,"No_Anxiety"
20,349,2,25,1,1,3,21,25,"SAD"
30,154,2,18,3,2,3,21,16,"No_Anxiety"
4,154,2,18,3,3,0,34,30,"SAD"
18,206,2,18,2,2,6,12,15,"No_Anxiety"
15,154,2,18,2,2,6,29,10,"No_Anxiety"
35,206,2,18,3,2,2,18,46,"SAD"
10,154,2,25,2,1,6,23,18,"No_Anxiety"
40,206,2,20,2,2,8,27,17,"No_Anxiety"
6,206,2,20,2,2,6,20,15,"No_Anxiety"
20,154,2,19,2,2,6,10,12,"No_Anxiety"
50,206,2,24,4,2,18,5,48,"Mixed_Anxiety"
30,349,2,20,2,2,0,19,10,"No_Anxiety"
6,154,2,24,1,2,7,12,30,"SAD"
35,154,2,18,4,2,8,21,15,"No_Anxiety"
25,154,2,19,2,2,1,33,17,"No_Anxiety"
16,349,2,22,2,2,6,12,3,"No_Anxiety"
9,206,2,18,3,2,0,19,8,"No_Anxiety"
42,349,2,23,1,2,6,14,16,"No_Anxiety"
15,154,2,27,1,1,0,28,11,"No_Anxiety"
10,154,2,33,1,2,2,21,0,"No_Anxiety"
40,206,2,18,2,2,7,16,13,"No_Anxiety"
40,206,2,18,3,3,2,7,34,"SAD"
30,349,2,26,1,1,5,17,10,"No_Anxiety"
15,349,2,25,1,2,4,19,10,"No_Anxiety"
25,154,2,20,2,2,1,29,28,"SAD"
15,154,2,18,3,3,2,17,11,"No_Anxiety"
10,206,2,20,4,2,15,5,50,"Mixed_Anxiety"
25,154,2,21,2,2,2,30,7,"No_Anxiety"
30,206,2,25,4,5,7,8,16,"No_Anxiety"
40,206,2,23,1,2,0,28,0,"No_Anxiety"
20,154,2,23,1,2,5,18,14,"No_Anxiety"
35,349,2,21,2,5,0,13,38,"SAD"
20,154,1,25,1,5,8,10,33,"SAD"
14,154,2,20,2,2,16,11,51,"Mixed_Anxiety"
5,154,2,26,1,1,0,28,5,"No_Anxiety"
25,154,2,20,2,2,2,23,26,"SAD"
21,206,2,20,2,2,5,15,38,"SAD"
8,349,2,24,2,1,1,11,33,"SAD"
8,206,2,18,2,2,0,30,1,"No_Anxiety"
60,206,2,21,4,2,1,14,2,"No_Anxiety"
5,349,2,19,2,2,15,30,20,"Mixed_Anxiety"
50,206,2,22,2,2,5,17,14,"No_Anxiety"
35,154,2,22,3,3,4,18,18,"No_Anxiety"
9,206,2,21,2,2,2,20,12,"No_Anxiety"
20,390,2,20,2,2,1,21,2,"No_Anxiety"
28,349,2,18,2,2,8,24,44,"SAD"
15,349,2,19,2,2,0,34,11,"No_Anxiety"
50,154,1,27,2,5,0,24,22,"SAD"
68,206,2,18,2,2,2,24,49,"SAD"
18,206,2,20,2,2,0,19,9,"No_Anxiety"
15,206,2,21,2,2,6,20,15,"No_Anxiety"
7,154,2,22,2,2,2,25,9,"No_Anxiety"
0,154,2,27,1,5,1,22,9,"No_Anxiety"
10,206,2,23,2,5,3,16,7,"No_Anxiety"
15,154,2,18,1,5,5,20,34,"SAD"
35,206,2,18,3,2,17,8,43,"Mixed_Anxiety"
40,206,2,18,3,3,13,12,31,"Mixed_Anxiety"
30,154,2,18,2,2,2,18,30,"SAD"
12,349,2,25,2,5,0,31,3,"No_Anxiety"
7,154,2,18,3,3,2,13,21,"SAD"
20,206,2,20,2,2,2,21,14,"No_Anxiety"
20,154,2,22,1,5,0,26,10,"No_Anxiety"
14,154,2,18,3,3,0,29,22,"SAD"
10,154,2,20,2,2,0,28,6,"No_Anxiety"
12,154,2,32,1,4,2,22,9,"No_Anxiety"
12,154,1,20,2,2,8,13,16,"No_Anxiety"
20,154,2,25,1,5,2,22,12,"No_Anxiety"
40,154,2,19,2,2,0,27,17,"No_Anxiety"
30,154,2,20,2,2,0,35,27,"SAD"
40,154,2,27,1,5,1,5,0,"No_Anxiety"
9,206,2,21,2,2,2,20,12,"No_Anxiety"
10,206,2,21,2,2,1,29,17,"No_Anxiety"
9,206,2,21,2,2,2,20,12,"No_Anxiety"
25,309,2,22,2,1,5,35,18,"No_Anxiety"
16,206,2,21,2,2,1,9,8,"No_Anxiety"
50,206,2,19,2,2,4,5,41,"SAD"
60,206,2,20,2,2,1,25,10,"No_Anxiety"
20,154,2,20,2,4,10,26,10,"GAD"
10,154,2,19,2,2,2,16,5,"No_Anxiety"
30,349,2,19,1,3,10,17,42,"Mixed_Anxiety"
15,154,2,25,1,2,8,23,39,"SAD"
30,206,2,21,5,5,2,22,12,"No_Anxiety"
40,154,2,21,2,2,7,20,35,"SAD"
20,206,2,18,2,2,4,27,9,"No_Anxiety"
17,206,2,26,1,1,4,19,12,"No_Anxiety"
30,206,2,19,1,2,0,24,0,"No_Anxiety"
25,206,2,24,1,2,2,23,16,"No_Anxiety"
12,206,2,28,1,1,0,32,6,"No_Anxiety"
3,349,1,19,2,2,21,7,44,"Mixed_Anxiety"
8,154,2,21,2,2,15,7,35,"Mixed_Anxiety"
15,154,2,20,2,2,11,13,19,"Mixed_Anxiety"
16,206,2,23,2,2,2,27,19,"SAD"
14,206,2,22,1,2,1,30,14,"No_Anxiety"
10,154,2,21,2,5,1,19,30,"SAD"
6,154,2,22,2,5,6,10,20,"SAD"
40,206,2,19,4,2,2,24,17,"No_Anxiety"
14,154,2,24,2,5,6,12,18,"No_Anxiety"
20,154,2,20,2,2,1,24,31,"SAD"
20,206,2,30,1,2,5,22,24,"SAD"
7,154,2,25,2,1,2,23,3,"No_Anxiety"
30,206,2,24,4,2,0,21,12,"No_Anxiety"
7,154,1,25,4,2,9,9,35,"SAD"
80,223,2,19,2,3,21,5,37,"Mixed_Anxiety"
14,154,2,19,2,2,5,22,24,"SAD"
14,349,2,20,2,2,3,21,16,"No_Anxiety"
21,154,2,21,2,5,2,28,11,"No_Anxiety"
16,154,2,21,2,2,6,18,15,"No_Anxiety"
30,349,2,19,3,3,9,16,14,"No_Anxiety"
30,206,2,18,2,2,12,23,28,"Mixed_Anxiety"
35,154,2,23,1,2,6,10,13,"No_Anxiety"
20,206,2,20,2,2,5,21,32,"SAD"
20,154,2,19,2,2,1,31,13,"No_Anxiety"
7,206,2,30,1,2,4,28,17,"No_Anxiety"
10,154,1,18,2,2,1,10,7,"No_Anxiety"
12,206,2,19,2,2,8,20,50,"SAD"
11,154,2,18,3,3,1,30,13,"No_Anxiety"
35,206,2,18,2,2,2,16,23,"SAD"
21,154,2,18,3,3,6,17,15,"No_Anxiety"
20,154,2,20,2,2,2,23,47,"SAD"
8,154,2,26,1,5,0,15,4,"No_Anxiety"
30,206,2,19,1,2,10,9,26,"Mixed_Anxiety"
25,206,2,19,3,2,1,25,12,"No_Anxiety"
21,154,2,18,2,2,5,9,26,"SAD"
14,349,1,18,3,3,4,10,39,"SAD"
10,206,2,18,2,2,0,25,2,"No_Anxiety"
10,206,2,23,1,5,5,26,13,"No_Anxiety"
30,154,2,22,2,2,6,17,21,"SAD"
25,206,2,18,3,3,6,21,20,"SAD"
18,154,2,22,1,2,2,26,9,"No_Anxiety"
20,206,2,18,3,3,2,27,9,"No_Anxiety"
10,206,2,22,1,2,4,17,4,"No_Anxiety"
30,154,2,24,1,5,2,22,41,"SAD"
20,206,2,19,2,2,4,21,24,"SAD"
40,206,2,18,2,2,13,13,53,"Mixed_Anxiety"
25,154,2,18,3,2,0,23,6,"No_Anxiety"
30,206,2,19,3,2,4,30,38,"SAD"
40,349,2,22,4,2,4,18,41,"SAD"
20,154,2,21,2,5,4,11,12,"No_Anxiety"
20,349,2,25,1,5,17,34,20,"Mixed_Anxiety"
20,154,2,23,2,2,7,24,20,"SAD"
21,206,2,19,2,2,5,23,32,"SAD"
5,154,2,18,3,3,0,30,2,"No_Anxiety"
21,154,2,21,2,2,14,6,52,"Mixed_Anxiety"
30,206,2,18,2,5,4,15,15,"No_Anxiety"
20,154,2,23,4,5,2,15,9,"No_Anxiety"
21,349,2,19,2,2,2,28,7,"No_Anxiety"
25,154,2,20,2,2,5,19,16,"No_Anxiety"
28,206,1,22,2,5,1,32,12,"No_Anxiety"
20,31,1,23,1,5,1,23,4,"No_Anxiety"
25,349,2,20,2,2,8,8,14,"No_Anxiety"
20,349,2,20,1,5,5,9,41,"SAD"
10,154,2,31,1,5,0,34,2,"No_Anxiety"
10,154,2,21,1,2,1,16,29,"SAD"
30,206,2,21,2,2,5,21,4,"No_Anxiety"
20,349,2,21,2,2,3,16,9,"No_Anxiety"
10,206,2,18,3,3,5,7,25,"SAD"
30,154,1,19,2,2,7,6,5,"No_Anxiety"
20,206,1,23,1,5,13,11,5,"GAD"
10,349,2,28,4,5,17,27,39,"Mixed_Anxiety"
20,206,2,21,2,5,8,9,27,"SAD"
7,154,1,19,2,2,2,24,17,"No_Anxiety"
19,206,2,18,3,3,5,23,21,"SAD"
10,206,2,19,2,2,1,19,3,"No_Anxiety"
40,206,2,20,4,2,3,12,14,"No_Anxiety"
25,154,2,18,2,3,7,25,16,"No_Anxiety"
70,206,2,18,3,3,2,17,24,"SAD"
8,154,2,22,2,2,11,17,19,"Mixed_Anxiety"
10,184,2,28,2,5,1,26,12,"No_Anxiety"
60,206,2,22,2,5,0,30,52,"SAD"
30,206,2,22,2,5,2,26,18,"No_Anxiety"
8,154,2,18,3,3,8,13,17,"No_Anxiety"
7,154,2,18,2,2,4,13,9,"No_Anxiety"
5,206,2,26,2,1,4,31,10,"No_Anxiety"
30,349,2,22,2,5,17,24,32,"Mixed_Anxiety"
15,47,2,23,1,5,3,31,6,"No_Anxiety"
15,206,2,21,2,2,4,27,15,"No_Anxiety"
5,206,2,20,2,5,5,24,22,"SAD"
20,206,2,22,2,2,8,19,20,"SAD"
60,206,2,19,3,2,0,8,1,"No_Anxiety"
45,206,2,18,3,2,2,24,38,"SAD"
25,154,2,18,2,3,6,18,17,"No_Anxiety"
2,154,2,18,3,3,0,31,10,"No_Anxiety"
15,206,2,21,2,3,5,20,23,"SAD"
6,154,2,20,2,2,0,25,15,"No_Anxiety"
21,206,2,18,2,2,5,5,18,"No_Anxiety"
56,206,2,22,1,5,1,20,17,"No_Anxiety"
5,349,2,18,3,2,12,15,50,"Mixed_Anxiety"
20,349,2,18,2,5,7,23,16,"No_Anxiety"
4,206,2,18,2,2,2,30,4,"No_Anxiety"
15,309,2,24,2,5,6,30,10,"No_Anxiety"
2,349,2,19,4,2,0,11,4,"No_Anxiety"
28,206,2,20,4,2,6,6,30,"SAD"
15,206,2,22,2,5,4,21,0,"No_Anxiety"
20,206,2,22,1,5,0,24,9,"No_Anxiety"
20,154,1,20,1,2,5,11,24,"SAD"
40,154,2,20,4,2,3,10,12,"No_Anxiety"
20,349,2,20,3,2,14,17,48,"Mixed_Anxiety"
3,154,2,19,2,2,7,17,6,"No_Anxiety"
20,349,2,18,2,2,7,13,8,"No_Anxiety"
70,206,2,22,4,5,10,21,37,"Mixed_Anxiety"
25,154,2,18,2,2,0,28,16,"No_Anxiety"
40,206,2,21,2,5,3,23,5,"No_Anxiety"
10,349,2,23,2,1,7,10,24,"SAD"
6,206,2,25,1,5,7,32,2,"No_Anxiety"
35,206,2,18,3,3,8,19,4,"No_Anxiety"
25,206,2,19,2,2,3,27,14,"No_Anxiety"
25,349,2,27,2,2,4,13,21,"SAD"
50,206,2,18,3,2,2,24,24,"SAD"
25,206,2,18,3,2,11,12,11,"GAD"
30,349,2,18,2,2,6,26,19,"SAD"
15,206,2,23,2,5,2,24,17,"No_Anxiety"
30,154,2,19,1,2,10,13,9,"GAD"
25,206,2,21,2,2,2,12,10,"No_Anxiety"
16,154,2,28,2,2,1,13,12,"No_Anxiety"
15,206,2,23,2,2,6,21,8,"No_Anxiety"
7,349,2,19,4,2,20,7,31,"Mixed_Anxiety"
8,154,2,25,2,2,10,10,10,"GAD"
56,349,2,27,4,2,10,11,53,"Mixed_Anxiety"
40,206,2,18,3,3,1,28,16,"No_Anxiety"
8,154,2,19,4,2,4,22,21,"SAD"
6,154,2,19,2,2,0,27,6,"No_Anxiety"
10,154,2,18,2,2,3,32,27,"SAD"
20,154,2,18,2,2,1,20,11,"No_Anxiety"
10,154,2,19,2,2,6,13,7,"No_Anxiety"
22.2473574512431,206,2,18,2,2,2,26,25,"SAD"
30,349,2,19,2,2,2,21,17,"No_Anxiety"
20,206,1,21,2,2,16,19,58,"Mixed_Anxiety"
14,154,2,23,1,5,6,19,30,"SAD"
7,154,2,23,4,5,6,14,18,"No_Anxiety"
20,206,2,23,2,2,1,23,27,"SAD"
15,154,2,23,4,2,2,17,32,"SAD"
25,206,2,23,2,2,5,20,20,"SAD"
22.2473574512431,206,2,21,3,2,1,5,47,"SAD"
10,206,2,20,2,2,3,26,8,"No_Anxiety"
30,349,2,20,2,2,6,25,43,"SAD"
36,206,2,19,2,2,2,22,8,"No_Anxiety"
20,326,2,20,1,2,2,32,7,"No_Anxiety"
15,206,2,18,3,3,9,7,43,"SAD"
10,206,2,18,2,2,3,26,23,"SAD"
21,206,2,20,2,2,1,19,11,"No_Anxiety"
12,34,2,33,1,5,0,33,14,"No_Anxiety"
42,206,2,21,2,2,3,27,14,"No_Anxiety"
35,154,2,19,2,5,4,21,31,"SAD"
